,3V3C,3V3T,3V6C,3V6T,4V3C,4V3T,4V6C,4V6T,11V2C,11V3C,11V3T,11V6C,11V6T,13V2C,13V2T,13V3C,13V3T,13V6C,13V6T,14V3C,14V3T,14V6C,14V6T,15V3C,15V3T,15V6C,15V6T
4.2.2.n2,0,36,1,17,0,2,2,6,0,0,0,0,35,37,0,0,19,4,6,0,0,0,0,19,0,0,24
3.2.2.22,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0
2.4.1.58,14,0,0,2,0,0,36,7,0,0,0,1,2,0,0,0,2,4,0,20,0,7,0,0,0,0,0
3.6.1.40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.1.1.262,0,0,1,30,0,1,1,25,0,0,0,0,2,0,1,0,5,1,2,3,0,3,0,0,1,2,0
6.3.2.8,1,167,8,107,1,28,5,4,0,1,1,31,2,1,1,0,3,69,4,12,26,42,2,18,2,1,4
2.1.2.11,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0,0,1,0,3,0,0,4,0,6,0,0,0
6.1.1.15,0,0,0,10,0,0,0,5,25,0,0,6,0,2,6,0,13,4,0,14,1,1,0,15,0,58,7
4.2.1.80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.2.1.7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.3.4.20,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6.3.3.3,0,0,29,0,0,0,2,0,3,1,0,8,0,0,0,0,1,3,1,0,0,6,0,4,0,1,0
2.1.1.181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1.1.1.298,0,1,0,0,0,1,0,2,0,0,0,0,10,0,0,0,0,0,0,4,0,13,0,0,0,3,0
3.5.1.110,0,0,2,7,0,0,0,0,1,0,0,0,2,0,63,0,6,3,0,1,0,3,0,1,0,0,25
1.14.99.46,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5.3.-,10,0,4,0,0,85,3,15,1,2,1,3,8,0,0,0,2,0,0,2,0,2,0,4,1,9,0
2.7.1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.2.1.19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.1.1.144,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0
2.7.1.170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,16,0,0,7
3.5.3.23,0,0,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.2.1.71,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
2.1.1.178,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.2.1.130,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.2.2.8,0,19,9,102,0,56,47,43,24,1,0,117,7,1,1,0,9,15,0,41,114,51,24,7,48,226,193
4.1.2.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.6.1.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5.4.99.12,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,4,0,2,0,3,0,0,0,0,0
2.1.1.298,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,2,0,0,0,3,0
6.5.1.2,2,0,0,1,0,26,0,0,0,0,0,0,1,28,1,9,0,0,1,0,0,0,0,0,0,0,0
4.2.1.126,0,0,0,1,0,0,0,0,0,0,0,1,26,1,0,0,0,4,0,0,0,0,0,3,1,0,0
1.3.1.87,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
5.3.1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,33
5.3.3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
1.4.4.2,0,35,17,2,2,78,3,1,60,36,73,16,7,2,231,1,55,9,184,15,1,6,2,32,4,0,3
6.3.2.3,0,0,0,0,0,0,0,0,1,1,0,0,36,0,0,0,0,0,29,0,0,0,0,0,0,0,0
2.6.1.82,0,36,1,0,0,0,0,0,0,0,1,1,35,0,0,0,0,0,0,1,1,0,0,3,0,0,0
2.1.1.174,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.7.1.60,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,1,5,0,4,3,0,0,0,12,0,1,0
3.1.1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6.5.1.4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.1.1.130,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
6.3.1.1,1,2,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.4.1.325,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5.3.1.14,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6.3.4.13,61,28,1,463,0,0,5,28,53,195,1,89,1,24,1,33,14,28,1,56,26,28,5,5,5,9,16
6.1.1.9,0,0,0,0,0,0,0,0,12,2,0,16,0,0,0,0,22,0,0,1,0,0,0,16,0,0,0
2.7.8.20,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,6,0,3,0,0,0,0,0
2.4.1.150,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,0,1,1
3.6.3.15,0,26,34,12451,1037,28891,2161,10480,39084,12420,887,9741,5686,1626,1188,199,2250,6299,9256,1331,2942,1352,3003,50,289,1477,12884
4.2.2.9,8,6,2,6,0,23,5,10,5,2,0,26,6,0,5,4,10,40,21,16,0,23,0,68,4,10,61
2.4.2.6,4,1,9,0,0,5,14,4,5,4,1,10,34,1,52,64,44,2,6,29,1,13,3,12,0,24,20
3.2.1.101,0,41,10,0,0,0,6,0,0,0,16,0,0,0,0,0,1,3,1,5,0,8,47,4,0,8,6
3.4.24.30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0,14,0,6,0,3,12
3.4.13.22,0,1,2,1,0,0,0,0,7,1,0,2,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0
6.1.2.1,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,14,0,0,0,2,0,0,1,7,0
6.3.1.14,0,0,1,8,0,0,0,0,12,3,0,0,4,0,0,0,0,12,45,0,0,0,0,1,0,1,15
2.1.4.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,11,0,0,0
2.3.1.36,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2.4.1.144,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.3.2.38,12,1,1,0,0,2,4,0,12,1,1,7,4,0,1,0,19,1,1,2,0,0,0,42,0,5,5
2.7.7.66,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
3.2.1.11,3,128,8,12,1,4,46,11,38,36,1,53,3,0,70,73,37,45,13,64,0,59,1,35,11,10,34
5.3.1.26,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.3.1.31,86,2,23,79,0,10,5,10,11,6,50,49,2,9,64,20,30,23,5,51,0,24,3,27,2,18,11
1.12.98.4,0,0,1,16,0,2,1,0,0,1,1,6,2,0,0,0,0,14,0,19,2,7,2,0,0,0,86
1.12.2.1,2,32,1,13,0,5,6,5,3,2,18,4,8,0,2,0,28,3,2,18,23,79,6,5,1,4,9
1.8.2.4,2,444,393,17,0,1,1,0,0,0,0,1,0,0,0,0,3,0,0,2,12,0,0,7,0,0,14
2.6.1.37,0,1,21,0,0,0,2,0,0,0,0,1,1,0,12,2,2,0,0,2,0,1,0,0,0,1,1
3.8.1.7,1,1,1,2,0,0,0,0,2,0,2,3,3,0,1,1,6,0,0,0,0,0,0,0,0,0,12
3.1.2.26,0,0,1,0,0,21,0,3,12,1,0,11,5,0,0,0,5,0,1,9,1,9,0,8,0,1,0
3.4.17.14,0,0,3,0,0,1,0,0,2,0,2,0,0,0,1,0,0,5,0,9,0,5,0,1,0,1,1
2.1.1.250,14,13,21,20,0,44,38,46,32,10,10,66,53,1,9,49,110,46,30,105,92,58,31,165,143,47,235
1.2.7.5,67,1,23,9,0,18,0,6,1,47,0,4,1,0,0,0,8,2,0,9,0,4,0,25,1,1,2
2.1.1.258,3,0,3,8,0,3,3,3,1,1,0,5,0,0,2,1,4,12,1,6,0,4,1,5,3,19,23
2.1.1.90,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,0,0,0,0,1
3.5.1.3,2,0,3,1,0,0,0,0,1,2,0,5,0,0,1,0,3,1,0,1,0,0,0,3,0,0,1
4.2.1.85,20,23,35,260,0,223,221,115,38,78,3,78,11,22,1,10,107,52,213,72,16,65,17,11,4,205,154
3.2.1.35,492,2313,219,958,288,1105,2257,967,193,168,109,219,144,10,11,143,341,1947,973,246,27,391,20,1023,183,383,683
4.2.1.28,40,318,169,693,3,496,519,523,41,61,65,78,21,10,131,95,531,164,204,50,36,268,116,259,118,333,361
1.2.1.58,0,0,0,0,0,0,0,0,2,0,0,0,4,1,5,1,6,0,2,0,0,2,0,1,0,0,1
2.7.8.38,0,0,0,18,0,48,3,1,4,0,0,1,3,0,0,0,0,15,0,6,0,1,0,0,0,19,0
3.1.1.27,2,0,24,301,0,269,489,243,5,0,1,133,18,0,0,0,0,5,0,29,0,53,0,2,1,0,65
2.3.1.81,55,37,44,49,1,6,47,45,51,18,11,14,34,23,4,2,59,37,16,13,2,8,0,22,10,8,39
2.4.1.276,1,0,1,6,0,84,3,16,1,0,0,4,0,0,0,28,2,5,0,0,0,1,0,5,4,0,2
1.14.19.3,1,0,1,0,0,1,1,0,0,4,0,0,0,2,3,0,0,1,0,6,0,0,0,0,0,2,0
3.4.23.48,0,2,0,0,0,0,3,4,0,0,0,2,0,3,0,0,0,1,0,7,0,1,1,0,0,1,0
3.4.22.27,0,1,3,63,0,362,256,11,0,3,1,2,0,0,1,0,10,11,4,30,0,10,0,0,0,0,37
1.5.1.45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,39,0,0,0,0,0,0,0,0,0,1,0
1.5.1.24,65,2,29,1,0,0,1,1,1,5,0,32,0,0,0,2,22,1,0,8,0,4,0,22,2,0,5
1.2.1.81,2,0,1,7,0,1,1,0,1,0,0,7,0,0,25,2,25,5,0,9,1,1,56,0,6,4,30
2.8.3.12,239,1371,132,2718,0,1666,1086,2001,869,527,109,259,295,129,783,256,723,1801,931,418,190,495,281,121,211,854,1046
1.2.1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.4.22.15,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,21
6.5.1.3,4,58,0,119,0,5,17,36,33,0,0,38,12,0,0,0,30,28,41,5,9,8,0,24,42,14,173
4.2.1.30,19,235,264,528,37,648,276,516,76,36,6,20,14,2,2,187,411,148,65,46,14,254,6,69,28,309,438
3.1.5.-,17,58,0,186,0,21,99,138,0,0,0,16,0,0,0,0,88,22,1,29,3,19,0,8,11,12,0
2.7.12.2,0,0,0,1,0,0,0,5,2,0,0,1,0,0,2,0,8,7,105,7,0,7,0,2,0,15,1
3.4.21.92,0,0,0,3,0,0,0,4,38,4,0,7,0,1,0,0,9,0,0,0,0,0,0,17,2,1,1
2.4.1.17,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,9,0,0,50,0
3.1.1.8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0
1.14.11.40,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.1.1.223,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.7.1.166,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.5.4.4,0,0,0,0,0,4,1,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
2.5.1.75,0,0,0,6,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,9,0,1,0,1,0,0,0
2.1.1.148,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,4,0,5,0,1,0,2,0,0,17
2.7.11.13,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
6.1.1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.5.5.4,0,19,0,1,0,0,1,0,0,1,0,9,0,0,0,0,0,7,1,1,0,1,1,2,4,0,3
4.1.3.16,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,23,0,3
4.99.1.2,0,0,1,2,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,5,0,0,0,1,0,0,0
2.3.1.29,0,0,0,0,0,0,1,0,0,0,0,16,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0
2.5.1.99,0,2,2,32,0,1,2,0,0,0,0,2,0,0,3,0,0,0,0,0,4,2,0,14,0,0,0
1.3.5.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0
2.1.1.264,1,9,7,19,0,167,40,32,33,275,390,27,67,0,0,23,1,22,2,7,8,3,3,14,13,0,66
6.1.1.18,2,291,32,78,0,147,249,143,16,4,2,31,3,13,79,3,15,42,5,9,9,15,16,48,2,27,33
1.14.13.122,0,93,2,0,0,0,40,6,23,3,36,37,14,49,1,0,1,21,1,4,11,8,0,0,0,0,2
4.2.1.83,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2
1.1.1.300,2,22,7,31,106,120,175,102,75,5,201,42,0,22,84,112,0,28,3,8,48,14,38,17,38,6,37
1.1.1.90,11,47,4,22,2,24,12,6,28,1,50,45,4,3,8,1,94,22,3,30,6,12,22,77,22,12,61
3.5.2.5,67,39,0,0,0,30,0,2,1,1,2,14,4,1,1,0,1,0,3,3,0,1,0,30,0,1,1
1.14.13.90,1,0,3,0,0,0,2,0,0,10,0,2,1,0,8,0,1,0,1,3,0,1,0,1,0,0,8
3.1.26.11,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,1
1.3.3.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
1.1.3.10,0,0,0,0,0,29,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.6.1.83,3,1,2,20,0,6,0,2,20,0,1,7,63,0,1,23,12,3,0,5,0,16,0,3,1,1,1
1.14.13.1,0,1,28,0,0,2,0,1,1,0,0,3,0,0,0,0,8,0,0,1,0,1,0,1,0,3,24
6.1.2.2,1,1,0,4,0,1,0,9,10,0,0,3,0,0,0,1,5,0,0,3,0,0,0,0,0,0,0
1.11.1.19,3,32,3,0,0,1,0,5,1,0,1,2,3,0,0,0,1,2,4,0,0,1,0,0,0,1,3
1.3.1.33,1,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,23,0,0,1,0,1,0,0,0,1,1
2.8.2.23,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.1.3.46,48,11,3,8,0,54,17,44,4,28,1,15,216,2,72,1,49,15,97,30,23,68,0,18,17,11,3
2.7.1.76,0,0,0,57,0,337,5,2,1,2,0,16,1,0,1,0,31,11,0,50,12,23,0,10,0,1,1
1.1.1.218,3,8,4,2,0,17,5,5,3,4,1,7,1,0,77,0,5,8,0,3,0,9,0,3,0,1,1
1.6.5.4,62,61,14,13,0,20,10,1,27,9,53,33,1148,4,68,0,15,1,6,1,25,9,4,12,1,3,11
2.7.6.1,41,34,14,69,0,4,5,14,5,0,0,25,1,23,0,7,16,36,3,9,13,23,1,10,4,205,64
1.1.1.331,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3.2.1.46,1,33,8,4,0,0,4,7,1,7,1,20,2,0,2,0,69,4,4,15,0,12,0,29,3,14,68
3.6.3.9,43,5817,38,643,20,11256,1545,8995,44,9,24,58,10,4,1749,394,507,291,1611,34,106,57,14,26,69,1,43
3.4.21.101,1,0,0,3,0,1,1,0,1,0,0,4,2,0,0,0,0,6,0,10,1,3,1,5,0,0,0
4.1.2.9,29,3,6,26,0,30,5,14,6,4,11,24,10,1,3,0,0,14,1,577,23,67,0,15,0,7,97
1.14.14.10,488,85,590,62,0,39,100,46,33,1,0,217,20,0,11,20,82,15,19,46,2,60,2,594,31,19,112
1.1.1.366,1,0,3,5,0,0,1,0,0,0,0,2,1,0,0,0,1,0,0,2,0,0,0,12,0,0,0
1.3.8.9,0,172,13,227,0,68,381,229,73,91,0,165,127,14,4,0,79,137,68,30,148,38,74,34,53,399,647
2.1.1.45,0,0,81,658,0,468,170,247,332,2,3,278,107,2,1,28,55,392,94,88,36,51,26,8,4,80,308
2.7.11.18,671,231,99,94,0,626,140,143,166,82,674,78,82,66,235,75,331,18,109,53,44,44,4,1,41,99,89
1.1.1.263,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.2.1.72,1,0,0,0,0,0,0,0,15,1,0,3,12,0,0,0,1,2,0,8,0,2,0,1,0,8,14
3.6.1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.3.1.2,4,0,0,4,0,0,2,0,0,0,0,10,0,0,0,0,0,1,1,5,1,0,0,1,14,0,0
3.5.1.90,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4.1.3.41,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,1,0,0,1,0,0,0,0,0
4.1.1.94,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
4.1.1.28,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,4,0,1,0
1.3.99.26,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.3.2.2,1,0,0,0,0,0,1,0,0,0,0,4,1,2,0,0,1,2,0,2,0,1,0,7,1,0,3
2.4.1.228,1,2,0,122,0,17,18,44,1,0,0,17,1,1,0,0,0,31,2,7,8,13,0,4,0,0,47
2.5.1.94,388,430,50,77,0,304,111,63,147,154,796,132,36,244,187,263,412,149,71,151,79,25,6,97,87,288,178
3.6.3.6,0,0,0,0,0,100,88,34,0,0,0,19,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2
3.4.24.7,2,7,0,0,0,0,2,0,3,0,0,0,0,0,0,2,0,2,0,2,0,5,0,2,0,0,0
3.2.1.156,0,0,4,0,0,1,2,1,0,0,1,1,1,0,0,0,0,4,0,0,0,9,0,0,0,0,1
1.2.1.44,0,0,0,0,0,1,0,9,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
4.2.1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.14.15.7,0,1,2,1,0,0,2,7,8,0,1,7,2,0,1,2,4,8,0,5,0,5,1,10,1,0,0
3.5.4.25,1,0,0,0,0,0,1,5,1,20,0,24,1,0,1,0,1,2,0,6,8,0,0,10,0,0,0
2.4.1.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.3.99.29,1,0,49,165,0,601,241,121,101,1,0,97,87,96,2,1,6,123,3,18,116,13,74,8,2,45,132
2.7.11.17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,4,3,0,0,0,0,0
3.1.8.1,0,0,0,4,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,3,0,23,16
2.7.7.71,0,0,22,16,0,1,9,1,61,0,0,2,0,0,0,0,0,7,1,11,0,10,1,2,17,30,10
3.1.3.84,0,0,0,7,0,32,4,4,1,1,1,1,47,1,0,1,0,32,0,21,0,7,0,2,0,0,2
2.6.1.48,4,47,72,6,0,2,13,7,3,0,14,81,0,2,2,0,33,15,94,13,0,30,2,86,4,10,23
1.3.1.48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3.4.24.23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.1.1.283,0,1,10,0,1,1,1,1,0,0,0,7,0,0,0,1,1,0,2,0,0,3,0,0,0,0,0
3.7.1.4,1,0,0,0,0,1,1,1,0,0,0,2,14,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2.5.1.85,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,1,2,0,1,0,1,0
1.1.1.302,1,3,1,1,0,2,9,0,10,0,0,5,4,0,0,0,0,2,0,8,0,5,0,9,0,2,6
2.7.7.1,0,0,0,17,0,297,83,226,51,53,38,27,39,0,0,1,0,8,1,0,1,6,0,0,0,0,0
1.1.1.195,0,0,0,0,0,14,0,2,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
3.6.3.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.1.1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.1.26.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1.2.-.-,0,3,0,0,69,1,1,1,14,0,0,2,1,0,1,0,1,0,1,4,0,2,0,2,0,0,1
4.1.3.40,0,0,1,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0
2.5.1.86,0,0,34,1,0,1,3,2,8,2,4,25,1,0,0,0,42,5,2,5,20,2,31,18,38,4,63
2.6.1.36,0,0,5,0,0,1,0,0,15,0,0,7,1,1,0,3,13,0,0,0,0,1,0,15,0,0,1
6.2.1.7,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.4.1.266,0,57,2,7,0,2,3,1,8,3,0,3,4,0,2,1,150,4,282,6,2,1,1,2,4,1,2
1.1.98.-,16,36,1,4,0,1,0,0,1,4,0,10,2,0,1,0,1,1,1,0,0,0,0,7,0,0,15
2.3.1.94,95,8,87,243,1,128,48,108,36,27,1,147,23,0,2,91,160,29,196,34,7,64,23,129,8,42,243
4.2.1.96,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,7,10
1.14.13.141,0,0,2,1,0,1,3,0,3,3,0,6,0,2,2,1,3,14,22,11,0,10,0,6,21,3,1
1.2.1.86,1,0,2,0,0,39,19,8,1,0,0,4,0,0,0,0,3,5,0,2,0,0,0,1,0,7,1
1.21.3.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2.7.8.24,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.5.1.101,5,0,3,0,0,1,1,2,3,0,0,14,0,0,0,0,2,1,0,6,0,1,0,2,0,1,2
1.5.3.10,0,31,9,0,0,0,1,0,13,0,0,20,0,0,0,0,13,7,1,0,0,0,0,4,16,5,20
6.2.1.9,3,0,38,0,0,1,0,13,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.1.1.340,1,41,10,0,0,22,16,22,0,0,0,1,0,0,0,0,2,0,1,1,0,0,25,0,0,0,0
1.1.1.330,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1.1.3.-,41,29,24,3,1,6,3,4,0,0,1,13,3,0,68,0,1,2,0,0,0,3,0,16,0,0,0
1.1.1.344,0,1,2,52,0,43,18,41,7,0,28,12,21,0,72,0,25,42,1,42,0,16,38,12,1,0,1
1.8.4.12,0,30,1,13,0,1,17,0,0,15,0,9,10,0,0,0,27,5,0,10,0,6,0,26,9,90,24
1.1.1.257,0,0,0,0,0,0,0,0,0,0,1,4,33,0,0,0,2,0,1,1,0,0,0,5,0,5,2
2.4.1.214,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1.14.11.n3,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,7,0,4,0,0,0,0,0
4.1.2.10,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,6,0,0,0
1.5.1.44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.1.3.12,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,2,1,0,7,0,2,0,1,1,0,0
2.6.1.30,7,0,0,0,0,1,2,1,0,0,0,0,0,0,10,1,6,3,2,1,0,0,0,0,0,2,0
2.6.1.96,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,6,0,0,1
4.3.1.-,1,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.1.1.175,0,30,0,4,0,0,0,0,0,0,0,11,0,2,0,0,2,0,0,0,3,0,0,25,2,5,13
1.1.1.194,0,0,17,0,0,0,4,0,0,0,0,3,0,0,1,0,1,0,0,0,1,3,0,4,0,2,0
6.3.2.43,0,0,5,0,0,6,0,0,1,1,1,0,0,6,0,0,2,0,0,7,0,1,0,0,0,1,1
3.2.1.32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.1.1.266,1,0,0,0,0,1,0,7,0,28,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0
3.4.21.12,0,0,1,1,0,0,6,1,0,0,0,5,0,0,0,0,0,1,0,3,0,0,0,14,0,0,0
2.5.1.88,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,5,1
